Colony Prefix,Colony Name,Strain,Cohort Name,Pipeline,DCF Version,Gene Name,Mouse Name,Mouse,Genotype,Sex,Birth Date,Assay Date,Age In Weeks,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,-,,-,,-,,-,,-,,-,,-,,-,Mouse Status,X Ray Equipment Name,X Ray Equipment Manufacturer,X Ray Equipment Model,Level Used,Core Strain,Full Strain
MDLY,Arpc3 Knockout 1 EPD0666_2_A06,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121115,MGP Select,V2,Arpc3,MDLY39.1a,M01327007,+/+,Male,2012-11-15,2013-02-21,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDLY,Arpc3 Knockout 1 EPD0666_2_A06,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121115,MGP Select,V2,Arpc3,MDLY40.1a,M01327011,+/+,Male,2012-11-15,2013-02-21,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDLY,Arpc3 Knockout 1 EPD0666_2_A06,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121115,MGP Select,V2,Arpc3,MDLY40.1b,M01327012,+/+,Male,2012-11-15,2013-02-21,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDLY,Arpc3 Knockout 1 EPD0666_2_A06,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121115,MGP Select,V2,Arpc3,MDLY39.1b,M01327008,+/+,Male,2012-11-15,2013-02-21,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MCZX,Coq4 Knockout 1 EPD0498_3_C02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121127,MGP Select,V2,Coq4,MCZX69.1b,M01340729,+/+,Male,2012-11-27,2013-03-05,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDGD,Usp3 Knockout 1 EPD0065_2_A11,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121127,MGP Select,V2,Usp3,MDGD32.4a,M01340767,+/+,Male,2012-11-27,2013-03-05,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDGD,Usp3 Knockout 1 EPD0065_2_A11,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121127,MGP Select,V2,Usp3,MDGD32.4b,M01340768,+/+,Male,2012-11-27,2013-03-05,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDGD,Usp3 Knockout 1 EPD0065_2_A11,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121127,MGP Select,V2,Usp3,MDGD32.4c,M01340769,+/+,Male,2012-11-27,2013-03-05,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MCZX,Coq4 Knockout 1 EPD0498_3_C02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121127,MGP Select,V2,Coq4,MCZX69.1c,M01340730,+/+,Male,2012-11-27,2013-03-05,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MEVK,A430005L14Rik tm1a(KOMP)Wtsi EPD0360_1_E07,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121027,MGP Select,V2,A430005L14Rik,MEVK8.2b,M01309628,+/+,Male,2012-10-25,2013-01-31,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MEVK,A430005L14Rik tm1a(KOMP)Wtsi EPD0360_1_E07,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121027,MGP Select,V2,A430005L14Rik,MEVK8.2e,M01309631,+/+,Male,2012-10-25,2013-01-31,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDLY,Arpc3 Knockout 1 EPD0666_2_A06,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121227,MGP Select,V2,Arpc3,MDLY38.2a,M01364650,+/+,Male,2012-12-27,2013-04-04,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDLY,Arpc3 Knockout 1 EPD0666_2_A06,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121227,MGP Select,V2,Arpc3,MDLY38.2c,M01364652,+/+,Male,2012-12-27,2013-04-04,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDLY,Arpc3 Knockout 1 EPD0666_2_A06,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121227,MGP Select,V2,Arpc3,MDLY38.2d,M01364653,+/+,Male,2012-12-27,2013-04-04,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MFBX,3300002A11Rik tm1a(KOMP)Wtsi EPD0714_3_A07,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121231,MGP Select,V2,3300002A11Rik,MFBX9.2a,M01373007,+/+,Male,2013-01-01,2013-04-09,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MFBX,3300002A11Rik tm1a(KOMP)Wtsi EPD0714_3_A07,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121231,MGP Select,V2,3300002A11Rik,MFBX9.2d,M01373010,+/+,Male,2013-01-01,2013-04-09,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MFBX,3300002A11Rik tm1a(KOMP)Wtsi EPD0714_3_A07,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121231,MGP Select,V2,3300002A11Rik,MFBX9.2e,M01373011,+/+,Male,2013-01-01,2013-04-09,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MFBX,3300002A11Rik tm1a(KOMP)Wtsi EPD0714_3_A07,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121231,MGP Select,V2,3300002A11Rik,MFBX9.2f,M01373012,+/+,Male,2013-01-01,2013-04-09,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDXG,Rab5c Knockout 1 EPD0089_2_A04,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130117,MGP Select,V2,Rab5c,MDXG31.2d,M01380864,+/+,Male,2013-01-17,2013-04-25,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDXG,Rab5c Knockout 1 EPD0089_2_A04,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130117,MGP Select,V2,Rab5c,MDXG31.2f,M01380866,+/+,Male,2013-01-17,2013-04-25,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDXG,Rab5c Knockout 1 EPD0089_2_A04,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130117,MGP Select,V2,Rab5c,MDXG31.2e,M01380865,+/+,Male,2013-01-17,2013-04-25,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MCZX,Coq4 Knockout 1 EPD0498_3_C02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130121,MGP Select,V2,Coq4,MCZX75.2b,M01390624,+/+,Male,2013-01-21,2013-04-29,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MCZX,Coq4 Knockout 1 EPD0498_3_C02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130121,MGP Select,V2,Coq4,MCZX75.2c,M01390625,+/+,Male,2013-01-21,2013-04-29,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MCZX,Coq4 Knockout 1 EPD0498_3_C02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130121,MGP Select,V2,Coq4,MCZX75.2f,M01390628,+/+,Male,2013-01-21,2013-04-29,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MCZX,Coq4 Knockout 1 EPD0498_3_C02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130121,MGP Select,V2,Coq4,MCZX75.2a,M01390623,+/+,Male,2013-01-21,2013-04-29,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MCZX,Coq4 Knockout 1 EPD0498_3_C02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130121,MGP Select,V2,Coq4,MCZX70.2c,M01390571,+/+,Male,2013-01-21,2013-04-29,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MCZX,Coq4 Knockout 1 EPD0498_3_C02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130121,MGP Select,V2,Coq4,MCZX75.2g,M01390629,+/+,Male,2013-01-21,2013-04-29,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MCZX,Coq4 Knockout 1 EPD0498_3_C02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130121,MGP Select,V2,Coq4,MCZX73.2a,M01390605,+/+,Male,2013-01-21,2013-04-29,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDML,Ccl22 Knockout 1 EPD0497_2_E09 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121227,MGP Select,V2,Ccl22,MDML35.1c,M01365980,+/+,Male,2012-12-27,2013-04-04,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDML,Ccl22 Knockout 1 EPD0497_2_E09 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121227,MGP Select,V2,Ccl22,MDML35.1b,M01365979,+/+,Male,2012-12-27,2013-04-04,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDML,Ccl22 Knockout 1 EPD0497_2_E09 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121227,MGP Select,V2,Ccl22,MDML35.1a,M01365978,+/+,Male,2012-12-27,2013-04-04,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MBUX,Cdca8 Knockout First EPD0033_4_C09,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120222,MGP Select,V2,Cdca8,MBUX63.1e,M01082990,+/+,Male,2012-02-22,2012-05-30,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(43.75%);C57BL/6NTac(56.25%)
MAST,Fam134c tm2a(EUCOMM)Wtsi,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120310,MGP Select,V2,Fam134c,MAST79.1d,M01096635,+/+,Male,2012-03-08,2012-06-14,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(9.375%);C57BL/6NTac(90.625%)
MAXZ,Hdac8 Knockout 1 EPD0028_1_C04,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120111,MGP Select,V2,Hdac8,MAXZ48.1b,M01039879,+/+,Male,2012-01-11,2012-04-18,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(25%);C57BL/6NTac(75%)
MAXZ,Hdac8 Knockout 1 EPD0028_1_C04,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120111,MGP Select,V2,Hdac8,MAXZ48.1c,M01039880,+/+,Male,2012-01-11,2012-04-18,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(25%);C57BL/6NTac(75%)
MALM,EZh2 Knockout First EPD0052_2_C05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120111,MGP Select,V2,Ezh2,MALM64.2a,M01040027,+/+,Male,2012-01-11,2012-04-18,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(18.75%);C57BL/6NTac(81.25%)
MALM,EZh2 Knockout First EPD0052_2_C05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120111,MGP Select,V2,Ezh2,MALM55.3a,M01040016,+/+,Male,2012-01-11,2012-04-18,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(25%);C57BL/6NTac(75%)
MALM,EZh2 Knockout First EPD0052_2_C05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120111,MGP Select,V2,Ezh2,MALM55.3b,M01040017,+/+,Male,2012-01-11,2012-04-18,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(25%);C57BL/6NTac(75%)
MALM,EZh2 Knockout First EPD0052_2_C05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120111,MGP Select,V2,Ezh2,MALM64.2d,M01040030,+/+,Male,2012-01-11,2012-04-18,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(18.75%);C57BL/6NTac(81.25%)
MAXZ,Hdac8 Knockout 1 EPD0028_1_C04,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120111,MGP Select,V2,Hdac8,MAXZ48.1d,M01039881,+/+,Male,2012-01-11,2012-04-18,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(25%);C57BL/6NTac(75%)
MCUB,Egfr Knockout 1 EPD0454_5_C09,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120401,MGP Select,V2,Egfr,MCUB67.1e,M01114630,+/+,Male,2012-04-02,2012-07-10,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(37.5%);C57BL/6NTac(62.5%)
MCSS,Sar1b Knockout 1 EPD0113_3_C11 (2nd injection),C57BL/6N;C57BL/6NTac,B6N MGP Select 20111128,MGP Select,V2,Sar1b,MCSS100.1b,M00997648,+/+,Male,2011-11-28,2012-03-05,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(25%);C57BL/6NTac(75%)
MCSS,Sar1b Knockout 1 EPD0113_3_C11 (2nd injection),C57BL/6N;C57BL/6NTac,B6N MGP Select 20111128,MGP Select,V2,Sar1b,MCSS97.1a,M00997641,+/+,Male,2011-11-28,2012-03-05,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(25%);C57BL/6NTac(75%)
MCSS,Sar1b Knockout 1 EPD0113_3_C11 (2nd injection),C57BL/6N;C57BL/6NTac,B6N MGP Select 20111128,MGP Select,V2,Sar1b,MCSS97.1b,M00997642,+/+,Male,2011-11-28,2012-03-05,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(25%);C57BL/6NTac(75%)
MAST,Fam134c tm2a(EUCOMM)Wtsi,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120310,MGP Select,V2,Fam134c,MAST79.1c,M01096634,+/+,Male,2012-03-08,2012-06-14,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(9.375%);C57BL/6NTac(90.625%)
MAST,Fam134c tm2a(EUCOMM)Wtsi,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120310,MGP Select,V2,Fam134c,MAST80.1b,M01096639,+/+,Male,2012-03-08,2012-06-14,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(9.375%);C57BL/6NTac(90.625%)
MDKY,Rars Knockout 1 EPD0091_1_A11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120312,MGP Select,V2,Rars,MDKY37.1a,M01099500,+/+,Male,2012-03-13,2012-06-19,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDKY,Rars Knockout 1 EPD0091_1_A11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120312,MGP Select,V2,Rars,MDKY37.1c,M01099502,+/+,Male,2012-03-13,2012-06-19,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDKY,Rars Knockout 1 EPD0091_1_A11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120312,MGP Select,V2,Rars,MDKY37.1f,M01099505,+/+,Male,2012-03-13,2012-06-19,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDKY,Rars Knockout 1 EPD0091_1_A11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120312,MGP Select,V2,Rars,MDKY37.1b,M01099501,+/+,Male,2012-03-13,2012-06-19,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MAPP,Smarcal1 Knockout EPD0147_4_F03,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111205,MGP Select,V2,Smarcal1,MAPP67.1d,M01005715,+/+,Male,2011-12-05,2012-03-12,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(50%);C57BL/6NTac(50%)
