"","parameter_stable_id","categories"
"6984","MGP_CSD_042_001","As expected,Abnormal"
"6985","MGP_CSD_104_001","As expected,Abnormal"
"6986","MGP_CSD_030_001","As expected,Patchy,Sparse,Patchy & sparse,Absent,Other abnormalities"
"6987","MGP_CSD_065_001","As expected,Increased size,Decreased size"
"6988","MGP_CSD_073_001","As expected,Partly present,Absent"
"6989","MGP_CSD_057_001","As expected,Abnormal"
"6990","MGP_CSD_081_001","Present,Absent"
"6991","MGP_CSD_049_001","As expected,Long,Short,Mixed"
"6992","MGP_CSD_103_001","As expected,Increased size,Decreased size"
"6993","MGP_CSD_047_001","As expected,Abnormal"
"6994","MGP_CSD_101_001","As expected,Abnormal"
"6995","MGP_CSD_091_001","As expected,Less than 10,Greater than 10"
"6996","MGP_CSD_040_001","As expected,Patchy,Sparse,Patchy & sparse,Absent,Other abnormalities"
"6997","MGP_CSD_083_001","As expected,Increased size,Decreased size"
"6998","MGP_CSD_004_001","As expected,Extended freeze"
"6999","MGP_CSD_111_001","As expected,Increased,Decreased"
"7000","MGP_CSD_039_001","As expected,Long,Short,Mixed"
"7001","MGP_CSD_022_001","As expected,Abnormal"
"7002","MGP_CSD_059_001","As expected,Abnormal"
"7003","MGP_CSD_113_001","As expected,Abnormal"
"7004","MGP_CSD_029_001","As expected,Long,Short,Mixed"
"7005","MGP_CSD_016_001","As expected,Abnormal"
"7006","MGP_CSD_075_001","As expected,Abnormal"
"7007","MGP_CSD_045_001","As expected,Patchy,Sparse,Patchy & sparse,Absent,Other abnormalities"
"7008","MGP_CSD_032_001","As expected,Abnormal"
"7009","MGP_CSD_088_001","As expected,Increased size,Decreased size"
"7010","MGP_CSD_108_001","As expected,Abnormal"
"7011","MGP_CSD_002_001","Absent,Present"
"7012","MGP_CSD_063_001","As expected,Abnormal"
"7013","MGP_CSD_020_001","As expected,Patchy,Sparse,Patchy & sparse,Absent,Other abnormalities"
"7032","MGP_BCI_013_001","BD Biosciences,Beckman Coulter"
"7033","MGP_BCI_015_001","Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg),Injection narcosis with Tribromoethanol (Avertin)"
"7034","MGP_BCI_014_001","LSR II,FC500"
"7035","MGP_ANA_003_001","Goat anti-mouse IgG (H+L) FITC Caltag,Goat anti-mouse IgG (H+L) FITC Invitrogen"
"7036","MGP_ANA_002_001","Negative,Positive"
"7037","MGP_ANA_004_001","Nikon wide-field inverted TE2000U"
"7038","MGP_CTL_013_001","Promega cytotoxicity assay"
"7039","MGP_CTL_014_001","Molecular devices versamax"
"7040","MGP_BMI_039_001","Flow cytometer"
"7041","MGP_BMI_042_001","Fresh,Fixed,Analysed next day unfixed,Prepared next day\, analysed fresh"
"7042","MGP_BMI_038_001","(A) B220 pe-cy-7\, CD43 percp-cy5.5\, CD24 PE\, bp1/ly51 AF647\, igm BV421\, igd AF488\, gr1 AF700\, cd11b BV510\, CD3 BV786\, CD161 BV650\, live/dead near IR,(B) CD45 NC605\, B220 pe-cy-7\, CD43 percp-cy5.5\, CD24 PE\, bp1/ly51 AF647\, igm BV421\, igd AF488\, gr1 AF700\, cd11b BV510\, CD3 BV786\, CD161 BV650\, live/dead near IR,(C) CD45 qdot605\, B220 pe-cy-7\, CD43 percp-cy5.5\, CD24 APC\, bp1/ly51 PE\, igm BV421\, igd FITC\, gr1 AF700\, cd11b BV510\, CD3 BV786\, CD138 BV650\, live/dead near IR"
"7043","MGP_BMI_041_001","LSR II,FC500,LSR fortessa X20"
"7044","MGP_CSD_044_001","As expected,Long,Short,Mixed"
"7045","MGP_MLN_205_001","Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg),Injection narcosis with Tribromoethanol (Avertin)"
"7046","MGP_MLN_196_001","(B) CD45 Qdot605\, CD11c BV786\, CD11b BV510\, F4/80 PerCP-Cy5.5\, CD103 PE\, CD317 BV650\, CD86 PE-Cy7\, MHC II FITC\, Ly6C AF700\, Ly6G APC\, Dump (CD3\, CD19\, CD161) BV421\, Live/dead near IR,(A) CD45 NC605\, CD11c BV711\, CD11b BV510\, F4/80 PerCP-Cy5.5\, CD103 PE\, CD317 APC\, CD86 PE-Cy7\, MHC II FITC\, Gr1 AF700\, Dump (CD3\, CD19\, CD161) BV421\, Live/dead near IR,(C) failed"
"7047","MGP_MLN_197_001","Pestle,GentleMACS,Centrifugation"
"7048","MGP_MLN_194_001","(C) CD45 Qdot605\, CD5 BV510\, TCRd PE-Cy7\, CD8a AF700\, CD4 BV786\, CD161 BV650\, CD44 FITC\, CD62L PerCP-Cy5.5\, CD25 APC\, KLRG1 BV421\, GITR PE\, Live/dead near IR,(A) CD45 NC605\, TCRb AF700\, TCRd PE-Cy7\, CD8a BV510\, CD4 BV786\, CD161 BV650\, CD44 FITC\, CD62L PerCP-Cy5.5\, CD25 APC\, KLRG1 BV421\, GITR PE,(B) CD45 NC605\, TCRb AF700\, TCRd PE-Cy7\, CD8a BV510\, CD4 BV786\, CD161 BV650\, CD44 FITC\, CD62L PerCP-Cy5.5\, CD25 APC\, KLRG1 BV421\, GITR PE\, Live/dead near IR,(D) failed"
"7864","MGP_ELL_001_001","expression,no expression,ambiguous,tissue not available"
"7865","MGP_ELO_001_001","expression,no expression,ambiguous,tissue not available"
"7866","MGP_CSD_005_001","Fluid movement,Lack of fluidity in movement"
"7867","MGP_CSD_090_001","As expected,Increased size,Decreased size"
"7868","MGP_CSD_056_001","As expected,Dry,Wet,Scaly,Loose,Other abnormal skin appearance"
"7869","MGP_CSD_110_001","As expected,Abnormal"
"7870","MGP_CSD_021_001","As expected,Abnormal"
"7871","MGP_CSD_066_001","As expected,Abnormal"
"7872","MGP_CSD_120_001","As expected,Abnormal"
"7873","MGP_CSD_074_001","As expected,Malocclusion,Other abnormal incisors morphology"
"7874","MGP_CSD_092_001","As expected,Increased size,Decreased size"
"7875","MGP_CSD_109_001","Present,Absent"
"7876","MGP_CSD_062_001","As expected,Dry,Wet,Scaly,Loose,Other abnormal skin appearance"
"7877","MGP_CSD_112_001","As expected,Abnormal"
"7878","MGP_CSD_015_001","As expected,Patchy,Sparse,Patchy & sparse,Absent,Other abnormalities"
"7879","MGP_CSD_058_001","As expected,Dry,Wet,Scaly,Loose,Other abnormal skin appearance"
"7880","MGP_CSD_100_001","As expected,Increased size,Decreased size"
"7881","MGP_CSD_076_001","Present,Absent"
"7882","MGP_CSD_019_001","As expected,Long,Short,Mixed"
"7883","MGP_CSD_027_001","As expected,Abnormal"
"7884","MGP_CSD_079_001","As expected,Abnormal"
"7885","MGP_CSD_093_001","As expected,Abnormal"
"7886","MGP_CSD_050_001","As expected,Dry,Wet,Scaly,Loose,Other abnormal skin appearance"
"7887","MGP_CSD_035_001","As expected,Patchy,Sparse,Patchy & sparse,Absent,Other abnormalities"
"7888","MGP_CSD_060_001","As expected,Dry,Wet,Scaly,Loose,Other abnormal skin appearance"
"7889","MGP_CSD_078_001","As expected,Abnormal"
"7890","MGP_CSD_107_001","As expected,Increased size,Decreased size"
"7891","MGP_CSD_018_001","As expected,Rough,Matted,Waved,Other abnormal coat appearances"
"7892","MGP_CSD_043_001","As expected,Rough,Matted,Waved,Other abnormal coat appearances"
"7893","MGP_CSD_095_001","As expected,Abnormal"
"7894","MGP_CSD_086_001","As expected,Abnormal"
"7895","MGP_CSD_116_001","As expected,Kinked,Curved,Other abnormal tail morphology"
"7896","MGP_CSD_069_001","As expected,Increased size,Decreased size"
"7897","MGP_CSD_026_001","As expected,Abnormal"
"7898","MGP_CSD_052_001","As expected,Dry,Wet,Scaly,Loose,Other abnormal skin appearance"
"7899","MGP_CSD_009_001","Present,Absent"
"7900","MGP_CSD_011_001","Present,Absent"
"7901","MGP_CSD_054_001","As expected,Dry,Wet,Scaly,Loose,Other abnormal skin appearance"
"7902","MGP_CSD_084_001","Present,Absent"
"7903","MGP_CSD_118_001","LAF cabinet"
"7904","MGP_CSD_071_001","As expected,Abnormal"
"7905","MGP_CSD_067_001","As expected,Increased size,Decreased size"
"7906","MGP_CSD_041_001","As expected,Abnormal"
"7907","MGP_CSD_097_001","As expected,Abnormal"
"7908","MGP_CSD_105_001","As expected,Increased size,Decreased size"
"7909","MGP_CSD_007_001","Absent,Present"
"7910","MGP_CSD_024_001","As expected,Long,Short,Mixed"
"7911","MGP_CSD_037_001","As expected,Abnormal"
"7912","MGP_IPG_005_001","32004-02,Accu-Chek Aviva,Accu-Chek Performa,One Touch Ultra 2,Super Glucocard II GT-1640,GLUCOCARD G+meter GT-1820,Alphatrak 2,GM9"
"7913","MGP_IPG_007_001","Whole blood,Plasma,Plasma\, no maltose interference"
"7914","MGP_IPG_006_001","yes,No"
"7915","MGP_IPG_004_001","Abbott,Roche Diagnostic,Lifescan,ARKRAY factory.Inc,Analox"
"7943","MGP_PBI_042_001","LSR II"
"7945","MGP_PBI_043_001","Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg),Injection narcosis with Tribromoethanol (Avertin)"
"7946","MGP_PBI_041_001","BD Biosciences"
"7952","MGP_ALZ_105_001","expression,no expression,ambiguous,tissue not available"
"7953","MGP_ALZ_084_001","expression,no expression,ambiguous,tissue not available"
"7954","MGP_ALZ_093_001","expression,no expression,ambiguous,tissue not available"
"7955","MGP_ALZ_122_001","expression,no expression,ambiguous,tissue not available"
"7956","MGP_ALZ_113_001","expression,no expression,ambiguous,tissue not available"
"7957","MGP_ALZ_106_001","expression,no expression,ambiguous,tissue not available"
"7958","MGP_ALZ_094_001","expression,no expression,ambiguous,tissue not available"
"7959","MGP_ALZ_114_001","expression,no expression,ambiguous,tissue not available"
"7960","MGP_EEI_110_001","All epidermal gd T cells,Vg5+ epidermal gd T cells only"
"7961","MGP_ALZ_102_001","expression,no expression,ambiguous,tissue not available"
"7962","MGP_ALZ_115_001","expression,no expression,ambiguous,tissue not available"
"7963","MGP_ALZ_083_001","expression,no expression,ambiguous,tissue not available"
"7964","MGP_ALZ_103_001","expression,no expression,ambiguous,tissue not available"
"7965","MGP_ALZ_100_001","expression,no expression,ambiguous,tissue not available"
"7966","MGP_ALZ_097_001","expression,no expression,ambiguous,tissue not available"
"7967","MGP_ALZ_119_001","expression,no expression,ambiguous,tissue not available"
"7968","MGP_ALZ_109_001","expression,no expression,ambiguous,tissue not available"
"7969","MGP_EEI_112_001","Leica SP2,Leica SP5,Zeiss axioplan,Nikon wide-field inverted TE2000U,Leica DFC300FX (12730046)"
"7970","MGP_ALZ_099_001","expression,no expression,ambiguous,tissue not available"
"7971","MGP_ALZ_118_001","expression,no expression,ambiguous,tissue not available"
"7972","MGP_ALZ_101_001","expression,no expression,ambiguous,tissue not available"
"7973","MGP_ALZ_087_001","expression,no expression,ambiguous,tissue not available"
"7974","MGP_ALZ_091_001","expression,no expression,ambiguous,tissue not available"
"7975","MGP_ALZ_088_001","expression,no expression,ambiguous,tissue not available"
"7976","MGP_ALZ_125_001","expression,no expression,ambiguous,tissue not available"
"7977","MGP_CSD_034_001","As expected,Long,Short,Mixed"
"7978","MGP_CSD_036_001","As expected,Abnormal"
"7979","MGP_CSD_077_001","As expected,Increased size,Decreased size"
"7980","MGP_CSD_053_001","As expected,Abnormal"
"7981","MGP_CSD_106_001","As expected,Less than 10,Greater than 10"
"7982","MGP_CSD_001_001","Struggles when held by the tail,Struggles when held by the neck,Struggles when laid supine,No struggle"
"7983","MGP_CSD_017_001","As expected,Abnormal"
"7984","MGP_CSD_096_001","As expected,Increased,Decreased"
"7985","MGP_CSD_087_001","Present,Absent"
"7986","MGP_CSD_070_001","As expected,Curly,Disorientated,Other abnormal shape"
"7987","MGP_CSD_061_001","As expected,Abnormal"
"7988","MGP_CSD_115_001","As expected,Increased,Decreased"
"7989","MGP_CSD_121_001","As expected,Abnormal"
"7990","MGP_CSD_038_001","As expected,Rough,Matted,Waved,Other abnormal coat appearances"
"7991","MGP_CSD_068_001","As expected,Sparse,Absent"
"7992","MGP_BMI_040_001","BD Biosciences,Beckman coulter"
"7993","MGP_CSD_008_001","None,Preyer reflex,Reaction in addition to the Preyer reflex"
"7994","MGP_CSD_010_001","Present,Absent"
"7995","MGP_CSD_025_001","As expected,Patchy,Sparse,Patchy & sparse,Absent,Other abnormalities"
"7996","MGP_CSD_085_001","As expected,Increased size,Decreased size"
"7997","MGP_CSD_012_001","Present,Absent"
"7998","MGP_CSD_072_001","As expected,Cleft lip,Other abnormal mouth morphology"
"7999","MGP_BMI_043_001","Gentlemacs,Pestle,Centrifugation"
"8000","MGP_CSD_006_001","As expected,Dragging tail,Straub tail"
"8001","MGP_CSD_055_001","As expected,Abnormal"
"8002","MGP_CSD_098_001","As expected,Abnormal"
"8003","MGP_MLN_201_001","Flow cytometer"
"8004","MGP_EEI_111_001","(C) tcrd vg5 (536) FITC - MHC II (M5/114.15.2) alexafluor647- CD45 (30-F11) efluor450,(B) tcrd vg5 (536) FITC - MHC II (M5/114.15.2) alexafluor647,(A) tcrd (GL3) FITC - MHC II (M5/114.15.2) alexafluor647,Wright giemsa"
"8005","MGP_MLN_195_001","(B) CD45 NC605\, B220 AF700\, CD19 BV786\, CD5 BV510\, CD21/35 FITC\, CD23 BV421\, GL-7 AF647\, IgM PE-Cy7\, IgD PerCP-Cy5.5\, CD93 PE\, CD138 BV650\, Live/dead near IR,(A) CD45 NC605\, B220 AF700\, CD19 BV786\, CD5 BV510\, CD21/35 FITC\, CD23 BV421\, GL-7 PE\, IgM PE-Cy7\, CD93 PerCP-Cy5.5\, CD138 BV650\, Live/dead near IR,(C) CD45 Qdot605\, B220 AF700\, CD5 BV510\, CD21/35 FITC\, CD23 BV421\, GL-7 AF647\, IgM BV786\, IgD PerCP-Cy5.5\, IgG1 PE\, CD95 PE-Cy7\, CD138 BV650\, Live/dead near IR,(D) failed"
"8006","MGP_MLN_200_001","Fresh,Fixed,Analysed next day unfixed,Prepared next day\, analysed fresh"
"8007","MGP_MLN_203_001","LSR Fortessa X20,LSR II,FC500"
"8514","ICS_ROT_005_001","Bioseb"
"8515","ICS_ROT_009_001","Foam rubber"
"8516","ICS_ROT_012_001",""
"8517","ICS_ROT_011_001",""
"8518","ICS_ROT_010_001","starting speed 4-final 40"
"8519","ICS_FEA_015_001","Coulbourn polymodal cages"
"8520","ICS_CHL_007_001","Whole body unrestrained plethysmograph"
"8521","ICS_CHL_009_001","PLY3211"
"8522","ICS_SHO_006_001","Coulbourn polymodal cages"
"8523","ICS_HOT_005_001","Bioseb"
"8524","ICS_HOT_006_001","LE 7406"
"8525","ICS_HOT_004_001","shake,lick,jump,other"
"8666","ICS_ROT_008_001","4.5"
"8667","ICS_ROT_003_001","yes,no"
"8668","ICS_ROT_006_001","LE 8200"
"8669","ICS_FEA_014_001","Coulbourn"
"8670","ICS_CHL_008_001","EMKA Technologies"
"8671","ICS_CHL_010_001",""
"8672","ICS_SHO_005_001","yes,no"
"8673","ICS_SHO_007_001","Coulbourn"
"8674","ICS_HOT_009_001",""
"8675","ICS_HOT_008_001","Manual"
"8874","MGP_IMM_225_001","Yes,No"
"8875","MGP_IMM_228_001","Flow cytometer"
"8876","MGP_IMM_221_001","(C) CD45 Qdot605\, B220 AF700\, CD5 BV510\, CD21/35 FITC\, CD23 BV421\, GL-7 AF647\, IgM BV786\, IgD PerCP-Cy5.5\, IgG1 PE\, CD95 PE-Cy7\, CD138 BV650\, Live/dead near IR,(A) CD45 NC605\, B220 AF700\, CD19 BV786\, CD5 BV510\, CD21/35 FITC\, CD23 BV421\, GL-7 PE\, IgM PE-Cy7\, CD93 PerCP-Cy5.5\, CD138 BV650\, Live/dead near IR,(B) CD45 NC605\, B220 AF700\, CD19 BV786\, CD5 BV510\, CD21/35 FITC\, CD23 BV421\, GL-7 AF647\, IgM PE-Cy7\, IgD PerCP-Cy5.5\, CD93 PE\, CD138 BV650\, Live/dead near IR,(D) failed"
"8877","MGP_IMM_223_001","(B) CD19 PE-Cy7\, CD5 APC\, CD161 BV650\, CD21/35 PE\, CD11b BV510\, CD11c BV786\, Ly6C AF700\, Ly6G APC\, MHC II FITC\, CD23 BV421\, Live/dead near IR,(A) not applicable,(C) failed"
"8878","MGP_BHP_086_001","Luxol-Nissl\nNissl\nDcx"
"8879","MGP_BHP_083_001","10% Buffered Formalin\n4% paraformaldehyde"
"8880","MGP_BHP_085_001","Luxol-Nissl\nNissl\nDcx"
"8881","MGP_MIC_007_001","Fresh,Fixed,Analysed next day unfixed,Prepared next day\, analysed fresh"
"8882","MGP_MIC_004_001","BD Biosciences,Beckton Dickinson,Beckman Coulter"
"8883","MGP_MIC_005_001","Flow cytometer"
"8884","MGP_MIC_006_001","LSR II,FC500,LSR Fortessa X20"
"8885","GMC_926_001_002","yes,no"
"8886","GMC_925_001_018","imageOnly,normal,abnormal"
"8887","GMC_925_001_017","imageOnly,normal,abnormal"
"8888","GMC_925_001_014","imageOnly,fused,not fused"
"8889","GMC_925_001_013","imageOnly,normal,abnormal"
"8890","GMC_925_001_012","imageOnly,normal,abnormal"
"8891","GMC_925_001_034","yes,no"
"8892","GMC_925_001_011","imageOnly,normal,abnormal"
"8893","GMC_925_001_010","imageOnly,normal,abnormal"
"8894","GMC_925_001_030","imageOnly,normal,abnormal"
"8895","GMC_925_001_009","imageOnly,normal,abnormal"
"8896","GMC_925_001_008","imageOnly,normal,abnormal"
"8897","GMC_925_001_029","imageOnly,normal,abnormal"
"8898","GMC_925_001_007","imageOnly,normal,abnormal"
"9002","MGP_IMM_222_001","(B) CD45 Qdot605\, CD11c BV786\, CD11b BV510\, F4/80 PerCP-Cy5.5\, CD103 PE\, CD317 BV650\, CD86 PE-Cy7\, MHC II FITC\, Ly6C AF700\, Ly6G APC\, Dump (CD3\, CD19\, CD161) BV421\, Live/dead near IR,(A) CD45 NC605\, CD11c BV711\, CD11b BV510\, F4/80 PerCP-Cy5.5\, CD103 PE\, CD317 APC\, CD86 PE-Cy7\, MHC II FITC\, Gr1 AF700\, Dump (CD3\, CD19\, CD161) BV421\, Live/dead near IR,(C) failed"
"9003","MGP_IMM_226_001","IMPC,pre-IMPC"
"9004","MGP_MLN_202_001","Beckton Dickinson,Beckman Coulter"
"9005","MGP_MLN_199_001","IMPC,pre-IMPC"
"9006","MGP_MLN_198_001","Yes,No"
"9007","MGP_IMM_232_001","Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg),Injection narcosis with Tribromoethanol (Avertin)"
"9008","MGP_IMM_224_001","GentleMACS,Pestle,Centrifugation"
"9009","MGP_IMM_227_001","Fresh,Fixed,Analysed next day unfixed,Prepared next day\, analysed fresh"
"9010","MGP_IMM_230_001","LSR Fortessa X20,LSR II,FC500"
"9011","MGP_IMM_229_001","Beckton Dickinson,Beckman Coulter"
"9012","MGP_IMM_220_001","(C) CD45 Qdot605\, CD5 BV510\, TCRd PE-Cy7\, CD8a AF700\, CD4 BV786\, CD161 BV650\, CD44 FITC\, CD62L PerCP-Cy5.5\, CD25 APC\, KLRG1 BV421\, GITR PE\, Live/dead near IR,(A) CD45 NC605\, TCRb AF700\, TCRd PE-Cy7\, CD8a BV510\, CD4 BV786\, CD161 BV650\, CD44 FITC\, CD62L PerCP-Cy5.5\, CD25 APC\, KLRG1 BV421\, GITR PE,(B) CD45 NC605\, TCRb AF700\, TCRd PE-Cy7\, CD8a BV510\, CD4 BV786\, CD161 BV650\, CD44 FITC\, CD62L PerCP-Cy5.5\, CD25 APC\, KLRG1 BV421\, GITR PE\, Live/dead near IR,(D) failed"
"9013","MGP_BHP_082_001","Sanger_HistologiX\nSanger_ICS\nSanger_WTCHG_14-16w\nSanger_WTCHG_6w\nSanger_WTCHG_ICS"
"9014","MGP_BHP_084_001","Luxol-Nissl\nNissl\nDcx"
"9015","GMC_914_001_024","yes,no"
"9016","GMC_914_001_023","yes,no"
"9021","GMC_925_001_002","imageOnly,yes,no"
"9022","GMC_925_001_001","imageOnly,normal,abnormal"
"9023","GMC_925_001_023","imageOnly,normal,abnormal"
"9024","GMC_925_001_022","imageOnly,normal,abnormal"
"9025","GMC_925_001_021","imageOnly,normal,abnormal"
"9026","GMC_925_001_020","imageOnly,syndactylism,no syndactylism"
"9027","GMC_925_001_019","imageOnly,normal,abnormal"
"9028","GMC_925_001_006","imageOnly,normal,abnormal"
"9029","GMC_925_001_005","imageOnly,normal,abnormal"
"9030","GMC_925_001_026","imageOnly,yes,no"
"9031","GMC_925_001_003","imageOnly,yes,no"
"11439","UCD_HBD_005_001","Accuscan"
"11440","UCD_HBD_010_001","100-200"
"11441","UCD_HBD_006_001","Versamax"
"11739","M-G-P_008_001_014","No response,Response to touch,Flees prior to touch"
"11740","M-G-P_008_001_013","None,Preyer reflex (backwards flick of the pinnae),Reaction in addition to the Preyer reflex (eg. Startled response)"
"11741","M-G-P_006_001_012","imageOnly,normal,abnormal"
"11742","M-G-P_008_001_016","Absent,Present"
"11743","M-G-P_008_001_015","Struggles when held by the tail,Struggles when held by the neck (loose scruff between the forefinger and thumb),Struggles when laid supine,No struggle"
"11744","M-G-P_006_001_011","imageOnly,normal,abnormal"
"11745","M-G-P_008_001_018","Present,Absent"
"11746","M-G-P_008_001_017","Absent,Present"
"11747","M-G-P_006_001_014","imageOnly,fused,not fused"
"11748","M-G-P_008_001_019","Absent,Present"
"11749","M-G-P_006_001_013","imageOnly,normal,abnormal"
"11750","M-G-P_008_001_802","laminar flow,open bench"
"11751","M-G-P_006_001_005","imageOnly,normal,abnormal"
"11752","M-G-P_008_001_021","None,Attempted to bite during the protocol"
"11753","M-G-P_008_001_020","Present,Absent"
"11754","M-G-P_014_001_009","normal,left eye abnormal,right eye abnormal,bilaterally abnormal"
"11755","M-G-P_008_001_001","Inactive,Active,Excessive Activity"
"11756","M-G-P_008_001_022","None,Vocal"
"11757","M-G-P_014_001_011","normal,right eye abnormal,left eye abnormal,bilaterally abnormal"
"11758","M-G-P_008_001_003","Present,Absent"
"11759","M-G-P_014_001_010","normal,left eye opaque,right eye opaque,bilaterally opaque,not defined,no data"
"11760","M-G-P_008_001_002","Absent,Present"
"11761","M-G-P_008_001_005","Eyes Open,Eyes Closed"
"11762","M-G-P_014_001_013","normal,left eye abnormal,right eye abnormal,bilaterally abnormal,left eye dilated,right eye dilated,bilaterally dilated,not defined,no data"
"11763","M-G-P_008_001_004","Present,Absent"
"11764","M-G-P_014_001_001","normal,abnormal,left eye absent,right eye absent,bilaterally absent"
"11765","M-G-P_008_001_007","Extended Freeze(over 5 seconds),Brief freeze followed by movement,Immediate movement"
"11766","M-G-P_014_001_012","normal,left eye abnormal,right eye abnormal,bilaterally abnormal,not defined,no data"
"11767","M-G-P_008_001_006","Absent,Present"
"11768","M-G-P_014_001_004","absent,left eye present,right eye present,bilaterally present,not defined,no data"
"11769","M-G-P_014_001_015","normal,left eye abnormal,right eye abnormal,bilaterally abnormal,not defined,no data"
"11770","M-G-P_008_001_009","Fluid movement,Lack of fluidity in movement ,No data"
"11771","M-G-P_014_001_003","normal,left eye decreased size,right eye decreased size,bilaterally decreased size,left eye increased size,right eye increased size,bilaterally increased size,not defined,no data"
"11772","M-G-P_014_001_014","normal,left eye abnormal,right eye abnormal,bilaterally abnormal,no data"
"11773","M-G-P_014_001_006","normal,left eye abnormal,right eye abnormal,bilaterally abnormal"
"11774","M-G-P_014_001_005","normal,left eye closed,right eye closed,bilaterally closed,left eye closure incomplete,right eye closure incomplete,closure incomplete bilaterally"
"11775","M-G-P_013_001_005","normal,degenerate,not defined,no data"
"11776","M-G-P_013_001_016","normal,abnormal,not defined,no data"
"11777","M-G-P_013_001_004","normal,abnormal,not defined,no data"
"11778","M-G-P_013_001_015","normal appearance,abnormal appearance,not defined,no data"
"11779","M-G-P_013_001_007","normal,abnormal,no data"
"11780","M-G-P_012_001_002","shake,lick,jump,locomotion,no reaction,other"
"11781","M-G-P_012_001_804","automated,manual"
"11782","M-G-P_026_001_019","Normal,Abnormal"
"11783","M-G-P_026_001_018","Normal,Abnormal"
"11784","M-G-P_026_001_017","Present,Absent"
"11785","M-G-P_026_001_012","Normal,Abnormal"
"11786","M-G-P_024_001_818","fresh,frozen"
"11787","M-G-P_026_001_011","Normal,Abnormal"
"11788","M-G-P_026_001_010","Normal,Abnormal"
"11789","M-G-P_026_001_032","Normal,Abnormal"
"11790","M-G-P_026_001_031","Normal,Abnormal"
"11791","M-G-P_026_001_016","Normal,Abnormal"
"11792","M-G-P_026_001_015","Normal,Abnormal"
"11793","M-G-P_026_001_014","Normal,Abnormal"
"11794","M-G-P_026_001_013","Normal,Abnormal"
"11795","M-G-P_026_001_030","Normal,Abnormal"
"11796","M-G-P_026_001_009","Normal,Abnormal"
"11797","M-G-P_026_001_008","Normal,Abnormal"
"11798","M-G-P_026_001_007","Normal,Abnormal"
"11799","M-G-P_026_001_029","Normal,Abnormal"
"11800","M-G-P_025_001_807","yes,no"
"11801","M-G-P_006_001_026","imageOnly,yes,no"
"11802","M-G-P_006_001_007","imageOnly,normal,abnormal"
"12828","ICSLA_IPG_007_001","Whole blood,Plasma,Plasma\, no maltose interference"
"12829","ICSLA_IPG_005_001","32004-02,Accu-Chek Aviva,Accu-Chek Performa,One Touch Ultra 2,Super Glucocard II GT-1640,GLUCOCARD G+meter GT-1820,Alphatrak 2,GM9,Accu-Chek Aviva Connect,Accu-Chek Guide"
"12830","ICSLA_ABR_051_001","Sanger bespoke averager software,Cambridge Electronic Design,HIS Smart,BioSigRZ,SmartEP,Tucker Davis Technologies"
"12831","ICSLA_ABR_034_001","0-85,20-85,0-95,20-90"
"12832","ICSLA_ABR_043_001","Xylazine,Avertin,None"
"12833","ICSLA_ABR_035_001",","
"12834","ICSLA_ABR_050_001","RP2.1 based system\, RA4PA Medusa Preamplifier,III,Smart EP,RZ6-A-P1 bioacoustic system\, RA4PA pre-amp / Digitizer\, RA4LI headstage\, MF1-S multi field speaker,RZ6\, Z-series 2-DSP bioacoustic system\, Medusa PreAmp/Digitizer\, Medusa LI headstage\, Multi field speaker/Stereo"
"12835","ICSLA_ABR_044_001",",0.1,0.8,0.11,0.011,,0.2,0.08"
"12836","ICSLA_ABR_036_001",""
"12837","ICSLA_ABR_041_001","In sound attenuating booth on thermo-statically controlled heating pad (@ 37°C),Sound proof room,Sound proof booth,Med Associates PVC sound attenuated chamber"
"12838","ICSLA_ABR_037_001",",,"
"12839","ICSLA_ABR_038_001",",0.2"
"12840","ICSLA_ABR_042_001","Ketamine,Avertin,Pentobarbital"
"12841","TCPLA_CSD_073_001","As expected,Not as expected,No data"
"12842","TCPLA_CSD_056_001","As expected,Not as expected"
"12843","TCPLA_CSD_060_001","As expected,Not as expected"
"12844","TCPLA_CSD_030_001","Absent,Present"
"12845","TCPLA_CSD_027_001","As expected,Not as expected"
"12846","TCPLA_CSD_057_001","As expected,Not as expected"
"12847","TCPLA_CSD_014_001","As expected,Not as expected,No data"
"12848","TCPLA_CSD_012_001","As expected,Not as expected"
"12849","TCPLA_CSD_031_001","As expected,Immediate movement,Extended freeze"
"12850","TCPLA_CSD_001_001","Present,Absent"
"12851","TCPLA_CSD_074_001","As expected,Not as expected"
"12852","TCPLA_CSD_061_001","As expected,Not as expected,No data"
"12853","TCPLA_CSD_044_001","As expected,One forelimb - increased number,One forelimb - decreased number,Both forelimbs - increased number,Both forelimbs - decreased number"
"12854","TCPLA_CSD_008_001","As expected,Not as expected,No data"
"12855","TCPLA_CSD_039_001","Absent,Present,No data"
"12856","TCPLA_CSD_009_001","As expected,Not as expected,No data"
"12857","TCPLA_CSD_069_001","As expected,Not as expected,No data"
"12858","TCPLA_CSD_013_001","As expected,Not as expected"
"12859","TCPLA_CSD_026_001","As expected,Not as expected"
"12860","TCPLA_CSD_067_001","As expected,Not as expected,No data"
"12861","TCPLA_CSD_024_001","As expected,Not as expected,No data"
